PLZ,Ort,Bundesland,gültig ab,gültig bis,NamePLZTyp,intern_extern,adressierbar,Postfach
6781,Bartholomäberg,V,01.04.2010,,PLZ-Adressierung,extern,Ja,Nein
6782,Silbertal,V,01.05.2010,,PLZ-Adressierung,extern,Ja,Ja
6787,Gargellen,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
6791,St. Gallenkirch,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6792,Gortipohl,V,01.07.2010,,PLZ-Postfach,extern,Nein,Ja
6793,Gaschurn,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
6794,Partenen,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
6800,Feldkirch,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6801,Feldkirch Postfach,V,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
6804,Feldkirch-Altenstadt,V,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
6805,Feldkirch-Gisingen,V,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
6806,Feldkirch-Tosters,V,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
6807,Feldkirch-Tisis,V,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
6808,Feldkirch-Nofels,V,31.03.2011,,PLZ-Postfach,extern,Nein,Ja
6811,Göfis,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
6812,Meiningen,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
6820,Frastanz,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6822,Satteins,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6824,Schlins,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6830,Rankweil,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6832,Sulz-Röthis,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6833,Klaus-Weiler,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6834,Übersaxen,V,01.05.2006,,PLZ-Adressierung,extern,Ja,Nein
6835,Zwischenwasser,V,01.01.2010,,PLZ-Adressierung,extern,Ja,Nein
6836,Viktorsberg,V,09.10.2008,,PLZ-Adressierung,extern,Ja,Nein
6840,Götzis,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6841,Mäder,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
6842,Koblach,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6844,Altach,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
6845,Hohenems,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6850,Dornbirn,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6851,Dornbirn Postfach,V,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
6853,Dornbirn,V,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
6854,Dornbirn-Messepark,V,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
6855,Dornbirn,V,01.12.2012,,PLZ-Postfach,extern,Nein,Ja
6857,Dornbirn-Haselstauden,V,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
6858,Schwarzach,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6861,Alberschwende,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6863,Egg,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
6866,Andelsbuch,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
6867,Schwarzenberg,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
6870,Bezau,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6874,Bizau,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
6881,Mellau,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
6882,Schnepfau,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
6883,Au,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6884,Damüls,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6886,Schoppernau,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
6888,Schröcken,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
6890,Lustenau,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6893,Lustenau-Rheindorf,V,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
6900,Bregenz,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6901,Bregenz Postfach,V,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
6902,Bregenz,V,01.06.2012,,PLZ-Postfach,extern,Nein,Ja
6904,Bregenz-Schendlingen,V,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
6905,Bregenz-Achsiedlung,V,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
6911,Lochau,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6912,Hörbranz,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6914,Hohenweiler,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
6921,Kennelbach,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6922,Wolfurt,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6923,Lauterach,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6932,Langen bei Bregenz,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6933,Doren,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
6934,Sulzberg,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6941,Langenegg,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
6942,Krumbach,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6943,Riefensberg,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
6951,Lingenau,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6952,Hittisau,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6953,Sibratsgfäll,V,01.07.2010,,PLZ-Postfach,extern,Nein,Ja
6960,Wolfurt-Bahnhof,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6961,Wolfurt-Bahnhof Postfach,V,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
6971,Hard,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6972,Fußach,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6973,Höchst,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6974,Gaißau,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6991,Riezlern,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6992,Hirschegg,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
6993,Mittelberg,V,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7000,Eisenstadt,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7001,Eisenstadt Postfach,B,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
7002,Eisenstadt,B,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
7011,Siegendorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7012,Zagersdorf,B,01.09.2015,,PLZ-Adressierung,extern,Ja,Nein
7013,Klingenbach,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7020,Loipersbach im Burgenland,B,01.03.2012,,PLZ-Adressierung,extern,Ja,Nein
7021,Draßburg,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7022,Schattendorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7023,Zemendorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7024,Hirm,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7031,Krensdorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7032,Sigleß,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7033,Pöttsching,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7034,Zillingtal,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7035,Steinbrunn,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7041,Wulkaprodersdorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7042,Antau,B,01.07.2010,,PLZ-Adressierung,extern,Ja,Ja
7051,Großhöflein,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7052,Müllendorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7053,Hornstein,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7061,Trausdorf an der Wulka,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7062,St. Margarethen im Burgenland,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7063,Oggau,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7064,Oslip,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7071,Rust,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7072,Mörbisch am See,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7073,"Rust, Burgenland",B,01.01.1966,,InteressentenPLZ,extern,Nein,Ja
7081,Schützen am Gebirge,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7082,Donnerskirchen,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7083,Purbach am Neusiedler See,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7091,Breitenbrunn am Neusiedler See,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7092,Winden am See,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7093,Jois,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7100,Neusiedl am See,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7111,Parndorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7121,Weiden am See,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7122,Gols,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7123,Mönchhof,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7131,Halbturn,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7132,Frauenkirchen,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7141,Podersdorf am See,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7142,Illmitz,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7143,Apetlon,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7151,Wallern im Burgenland,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7152,Pamhagen,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7161,St. Andrä am Zicksee,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7162,Tadten,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7163,Andau,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7201,Neudörfl,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7202,Bad Sauerbrunn,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7203,Wiesen,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7210,Mattersburg,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7212,Forchtenstein,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7221,Marz,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7222,Rohrbach bei Mattersburg,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7223,Sieggraben,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7301,Deutschkreutz,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7302,Nikitsch,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7304,Großwarasdorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7311,Neckenmarkt,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7312,Horitschon,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7321,Lackendorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7322,Lackenbach,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7323,Ritzing,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7331,Weppersdorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7332,Kobersdorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7341,Markt St. Martin,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7342,Kaisersdorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7343,Neutal,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7344,Stoob,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7350,Oberpullendorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7361,Lutzmannsburg,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7371,Unterrabnitz,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7372,Draßmarkt,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7373,Piringsdorf,B,01.10.2010,,PLZ-Adressierung,extern,Ja,Ja
7374,Weingraben,B,01.09.2014,,PLZ-Adressierung,extern,Ja,Nein
7400,Oberwart,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7410,Loipersdorf-Kitzladen,B,01.12.2015,,PLZ-Adressierung,extern,Ja,Nein
7411,Markt Allhau,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7412,Wolfau,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7413,Buchschachen,B,01.07.2010,,PLZ-Postfach,extern,Nein,Ja
7421,Tauchen-Schaueregg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7422,Riedlingsdorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7423,Pinkafeld,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7424,Grafenschachen,B,01.07.2010,,PLZ-Postfach,extern,Nein,Ja
7431,Bad Tatzmannsdorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7432,Oberschützen,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7433,Mariasdorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7434,Bernstein,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7435,Unterkohlstätten,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7441,Pilgersdorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7442,Lockenhaus,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7443,Rattersdorf-Liebing,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7444,Mannersdorf an der Rabnitz,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7451,Oberloisdorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7452,Unterpullendorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7453,Steinberg-Dörfl,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7461,Stadtschlaining,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7463,Weiden bei Rechnitz,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7464,Markt Neuhodis,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7471,Rechnitz,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7472,Schachendorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7473,Hannersdorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7474,Deutsch Schützen,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7501,Rotenturm an der Pinka,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7503,Großpetersdorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7504,Jabing,B,01.10.2010,,PLZ-Postfach,extern,Nein,Ja
7511,Mischendorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7512,Kohfidisch,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7521,Eberau,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7522,Strem,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7531,Kemeten,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7532,Litzelsdorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7533,Ollersdorf im Burgenland,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7534,Olbendorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7535,St. Michael im Burgenland,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7536,Güttenbach,B,01.01.2012,,PLZ-Adressierung,extern,Ja,Nein
7537,Neuberg im Burgenland,B,01.10.2011,,PLZ-Adressierung,extern,Ja,Nein
7540,Güssing,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7542,Gerersdorf bei Güssing,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7543,Kukmirn,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7544,Tobaj,B,01.12.2014,,PLZ-Adressierung,extern,Ja,Ja
7551,Stegersbach,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7552,Stinatz,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7553,Bocksdorf,B,01.07.2010,,PLZ-Postfach,extern,Nein,Ja
7561,Heiligenkreuz im Lafnitztal,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7562,Eltendorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7563,Königsdorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7564,Dobersdorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7571,Rudersdorf,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
7572,Deutsch Kaltenbrunn,B,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
7573,Rohrbrunn,B,01.07.2010,,PLZ-Postfach,extern,Nein,Ja
8000,Graz,St,01.08.2009,,PLZ-Postfach,extern,Nein,Ja
8006,Graz,St,01.12.2012,,PLZ-Postfach,extern,Nein,Ja
8007,Graz,St,01.09.2012,,PLZ-Postfach,extern,Nein,Ja
8008,Graz,St,01.07.2011,,PLZ-Postfach,extern,Nein,Ja
8010,Graz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8011,Graz Postfach,St,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
8012,Graz,St,30.09.2002,,InteressentenPLZ,extern,Nein,Ja
8013,Graz,St,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
8014,Hönigtal,St,01.07.2010,,PLZ-Postfach,extern,Nein,Ja
8015,Graz,St,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
8016,Graz,St,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
8017,Graz,St,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
8018,Graz,St,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
8019,Graz,St,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
8020,Graz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8021,Graz Postfach,St,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
8022,Graz,St,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
8023,Graz,St,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
8024,Graz,St,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
8025,Graz,St,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
8026,Graz,St,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
8027,Graz,St,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
8028,Graz,St,01.06.2012,,PLZ-Postfach,extern,Nein,Ja
8029,Graz,St,01.09.2012,,PLZ-Postfach,extern,Nein,Ja
8035,Graz,St,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
8036,Graz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8040,Graz-Liebenau,St,01.12.2012,,PLZ-Postfach,extern,Nein,Ja
8041,Graz-Liebenau,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8042,Graz-St. Peter,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8043,Graz-Kroisbach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8044,Graz-Mariatrost,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8045,Graz-Andritz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8046,Graz-St. Veit,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8047,Graz-Ragnitz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8048,Graz-Liebenau,St,01.10.2011,,PLZ-Postfach,extern,Nein,Ja
8049,Graz,St,01.01.2012,,PLZ-Postfach,extern,Nein,Ja
8050,Thal,St,01.04.2011,,PLZ-Postfach,extern,Nein,Ja
8051,Graz-Gösting,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8052,Graz-Wetzelsdorf,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8053,Graz-Neuhart,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8054,Graz-Straßgang,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8055,Graz-Puntigam,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8056,Graz,St,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
8057,Graz-Straßgang,St,01.09.2013,,PLZ-Postfach,extern,Nein,Ja
8061,St. Radegund bei Graz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8062,Kumberg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8063,Eggersdorf bei Graz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8071,Hausmannstätten,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8072,Fernitz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8073,Feldkirchen bei Graz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8074,Raaba,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8075,Hart bei Graz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8076,Vasoldsberg,St,01.06.2013,,PLZ-Adressierung,extern,Ja,Ja
8077,Gössendorf,St,01.07.2010,,PLZ-Adressierung,extern,Ja,Ja
8081,Heiligenkreuz am Waasen,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8082,Kirchbach in Steiermark,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8083,St. Stefan im Rosental,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8091,Jagerberg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8092,Mettersdorf am Saßbach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8093,St. Peter am Ottersbach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8101,Gratkorn,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8102,Semriach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8103,Rein,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8111,Judendorf-Straßengel,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8112,Gratwein,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8113,St. Oswald bei Plankenwarth,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8114,Stübing,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8120,Peggau,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8121,Deutschfeistritz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8122,Waldstein,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8124,Übelbach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8130,Frohnleiten,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8131,Mixnitz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8132,Pernegg an der Mur,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8141,Unterpremstätten,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8142,Wundschuh,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8143,Dobl,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8144,Tobelbad,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8151,Hitzendorf,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8152,Stallhofen,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8153,Geistthal,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8160,Weiz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8162,Passail,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8163,Fladnitz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8171,St. Kathrein am Offenegg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8172,Heilbrunn,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8181,St. Ruprecht,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8182,Puch,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8183,Floing,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8184,Anger,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8190,Birkfeld,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8191,Koglhof,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8192,Strallegg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8193,Dorfviertel,St,01.07.2010,,PLZ-Postfach,extern,Nein,Ja
8194,Waisenegg,St,01.03.2015,,PLZ-Postfach,extern,Nein,Ja
8200,Gleisdorf,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8201,Gleisdorf,St,01.06.2012,,PLZ-Postfach,extern,Nein,Ja
8211,Ilztal,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8212,Pischelsdorf in der Steiermark,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8221,Hirnsdorf,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8222,St. Johann bei Herberstein,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8223,Stubenberg am See,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8224,Kaindorf bei Hartberg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8225,Pöllau bei Hartberg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8226,Obersaifen,St,01.10.2010,,PLZ-Postfach,extern,Nein,Ja
8230,Hartberg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8232,Grafendorf bei Hartberg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8233,Lafnitz,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8234,Rohrbach,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8240,Friedberg,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8241,Dechantskirchen,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
8242,St. Lorenzen,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
8243,Pinggau,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
