PLZ,Ort,Bundesland,gültig ab,gültig bis,NamePLZTyp,intern_extern,adressierbar,Postfach
9073,Klagenfurt-Viktring,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9074,Keutschach,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9081,Reifnitz,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9082,Maria Wörth,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9100,Völkermarkt,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9102,Mittertrixen,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9103,Diex,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9104,Pustritz,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9111,Haimburg,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9112,Griffen,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9113,Ruden,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9121,Tainach,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9122,St. Kanzian,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9123,St. Primus,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9125,Kühnsdorf,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9130,Poggersdorf,K,01.01.2007,,PLZ-Adressierung,extern,Ja,Nein
9131,Grafenstein,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9132,Gallizien,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9133,Sittersdorf,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9135,Bad Eisenkappel,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9141,Eberndorf,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9142,Globasnitz,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9143,St. Michael ob Bleiburg,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9150,Bleiburg,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9155,Neuhaus,K,01.01.2007,,PLZ-Adressierung,extern,Ja,Nein
9161,Maria Rain,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9162,Strau,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9163,Unterbergen,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9170,Ferlach,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9171,Waidisch,K,01.06.2010,,PLZ-Postfach,extern,Nein,Ja
9172,Zell-Pfarre,K,01.07.2010,,PLZ-Postfach,extern,Nein,Ja
9173,St. Margareten im Rosental,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9181,Feistritz im Rosental,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9182,Maria Elend,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9183,Rosenbach,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9184,St. Jakob im Rosental,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9201,Krumpendorf,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9210,Pörtschach am Wörther See,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9212,Techelsberg am Wörther See,K,01.03.2006,,PLZ-Adressierung,extern,Ja,Nein
9220,Velden am Wörther See,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9231,Köstenberg,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9232,Rosegg,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9241,Wernberg,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9300,St. Veit an der Glan,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9302,St. Veit an der Glan,K,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
9311,Kraig,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9312,Meiselding,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9313,St. Georgen am Längsee,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9314,Launsdorf,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9321,Kappel am Krappfeld,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9322,Micheldorf,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9323,Wildbad Einöd,St,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9324,Passering,K,01.07.2010,,PLZ-Postfach,extern,Nein,Ja
9330,Treibach-Althofen,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9334,Guttaring,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9335,Lölling,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9341,Straßburg,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9342,Gurk,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9343,Zweinitz,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9344,Weitensfeld,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9345,Kleinglödnitz,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9346,Glödnitz,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9360,Friesach,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9361,St. Salvator,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9362,Grades,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9363,Metnitz,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9371,Brückl,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9372,Eberstein,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9373,Klein St. Paul,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9374,Wieting,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9375,Hüttenberg,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9376,Knappenberg,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9400,Wolfsberg,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9402,"Wolfsberg, Kärnten",K,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
9411,St. Michael,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9412,St. Maragrethen,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9413,St. Gertraud,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9421,Eitweg,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9422,Maria Rojach,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9423,St. Georgen,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9431,St. Stefan,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9433,St. Andrä,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9441,Twimberg,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9451,Preitenegg,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9461,Prebl,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9462,Bad St. Leonhard,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9463,Reichenfels,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9470,St. Paul,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9472,Ettendorf,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9473,Lavamünd,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9500,Villach,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9501,Villach,K,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
9502,Villach,K,01.01.2012,,PLZ-Postfach,extern,Nein,Ja
9503,Villach,K,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
9504,Villach-Warmbad Villach,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9505,Villach,K,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
9507,Villach,K,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
9508,Villach,K,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
9509,Zauchen,K,01.04.2011,,PLZ-Postfach,extern,Nein,Ja
9510,Villach,K,01.07.2011,,PLZ-Postfach,extern,Nein,Ja
9520,Sattendorf,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9521,Treffen,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9523,Villach-Landskron,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9524,Villach-St. Magdalen,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9530,Bad Bleiberg,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9531,Kreuth,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9535,Schiefling am Wörthersee,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9536,St. Egyden,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9541,Einöde,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9542,Afritz,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9543,Arriach,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9544,Feld am See,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9545,Radenthein,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9546,Bad Kleinkirchheim,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9551,Bodensdorf,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9552,Steindorf am Ossiacher See,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9554,St. Urban,K,01.07.2007,,PLZ-Adressierung,extern,Ja,Nein
9555,Glanegg,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9556,Liebenfels,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9560,Feldkirchen in Kärnten,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9562,Himmelberg,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9563,Gnesau,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9564,Patergassen,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9565,Ebene Reichenau,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9570,Ossiach,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9571,Sirnitz,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9572,Deutsch Griffen,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9580,Villach-Drobollach am Faaker See,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9581,Ledenitzen,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9582,Latschach,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9583,Faak am See,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9584,Finkenstein,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9585,Gödersdorf,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9586,Fürnitz,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9587,Riegersdorf,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9601,Arnoldstein,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9602,Thörl-Maglern,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9611,Nötsch,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9612,St. Georgen im Gailtal,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9613,Feistritz an der Gail,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9614,Vorderberg,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9615,Görtschach,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9620,Hermagor,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9622,Weißbriach,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9623,St. Stefan an der Gail,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9624,Egg,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9625,St. Stefan an der Gail,K,01.09.2012,,PLZ-Postfach,extern,Nein,Ja
9631,Jenig,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9632,Kirchbach,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9633,Reisach,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9634,Gundersheim,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9635,Dellach,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9640,Kötschach-Mauthen,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9642,Laas,K,01.07.2010,,PLZ-Postfach,extern,Nein,Ja
9651,St. Jakob im Lesachtal,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9652,Birnbaum,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9653,Liesing,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9654,St. Lorenzen im Lesachtal,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9655,Maria Luggau,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9701,Rothenthurn,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9702,Ferndorf,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9710,Feistritz an der Drau,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9711,Paternion,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9712,Fresach,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9713,Zlan,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9714,Stockenboi,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9721,Weißenstein,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9722,Gummern,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9751,Sachsenburg,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9753,Lind im Drautal,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9754,Steinfeld,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9761,Greifenburg,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9762,Weißensee,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9771,Berg im Drautal,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9772,Dellach,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9773,Irschen,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9774,Simmerlach,K,01.07.2010,,PLZ-Postfach,extern,Nein,Ja
9781,Oberdrauburg,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9782,Nikolsdorf,T,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9800,Spittal an der Drau,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9802,Spittal an der Drau,K,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
9803,Spittal an der Drau,K,01.01.1966,,PLZ-Postfach,extern,Nein,Ja
9805,Baldramsdorf,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9811,Lendorf,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9812,Pusarnitz,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9813,Möllbrücke,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9814,Mühldorf,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9815,Kolbnitz,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9816,Penk,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9821,Obervellach,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9822,Mallnitz,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9831,Flattach,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9832,Stall,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9833,Rangersdorf,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9841,Winklern,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9842,Mörtschach,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9843,Großkirchheim,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9844,Heiligenblut,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9851,Lieserbrücke,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9852,Trebesing,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9853,Gmünd,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9854,Malta,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9861,Eisentratten,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9862,Kremsbrücke,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9863,Rennweg,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9871,Seeboden,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9872,Millstatt am See,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9873,Döbriach,K,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9900,Lienz,T,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9903,Oberlienz,T,01.10.2011,,PLZ-Adressierung,extern,Ja,Nein
9904,Thurn,T,21.09.2008,,PLZ-Adressierung,extern,Ja,Nein
9905,Gaimberg,T,01.10.2009,,PLZ-Adressierung,extern,Ja,Nein
9906,Lavant,T,01.07.2011,,PLZ-Adressierung,extern,Ja,Nein
9907,Tristach,T,01.07.2010,,PLZ-Adressierung,extern,Ja,Nein
9908,Amlach,T,01.09.2012,,PLZ-Adressierung,extern,Ja,Nein
9909,Leisach,T,01.07.2009,,PLZ-Adressierung,extern,Ja,Nein
9911,Assling,T,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9912,Anras,T,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9913,Abfaltersbach,T,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9918,Strassen,T,01.04.2011,,PLZ-Adressierung,extern,Ja,Nein
9919,Heinfels,T,01.01.2011,,PLZ-Adressierung,extern,Ja,Nein
9920,Sillian,T,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9922,Strassen,T,01.07.2010,,PLZ-Postfach,extern,Nein,Ja
9931,Außervillgraten,T,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9932,Innervillgraten,T,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9941,Kartitsch,T,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9942,Obertilliach,T,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9943,Untertilliach,T,01.01.2009,,PLZ-Adressierung,extern,Ja,Nein
9951,Ainet,T,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9952,St. Johann im Walde,T,01.01.2010,,PLZ-Adressierung,extern,Ja,Nein
9953,Huben,T,01.01.1966,01.09.2005,PLZ-Historisch,intern,Nein,Nein
9954,Schlaiten,T,01.10.2007,,PLZ-Adressierung,extern,Ja,Nein
9961,Hopfgarten in Defereggen,T,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9962,St. Veit,T,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9963,St. Jakob in Defereggen,T,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9971,Matrei in Osttirol,T,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9972,Virgen,T,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9974,Prägraten,T,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9981,Kals,T,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9990,Nußdorf-Debant,T,01.01.1966,,PLZ-Adressierung,extern,Ja,Nein
9991,Dölsach,T,01.01.1966,,PLZ-Adressierung,extern,Ja,Ja
9992,Iselsberg-Stronach,T,01.07.2009,,PLZ-Adressierung,extern,Ja,Nein
